Codigo;Descricao;NCM;Loja_Origem;Loja_Destino;Qtd_Transferir;Custo_Unit;Valor_Transferencia;Saldo_Origem_Antes;Saldo_Origem_Depois;Saldo_Destino_Antes;Saldo_Destino_Depois
"43386";"BM-F4142 VARINHA PARA GATOS";"39269090";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,52;3,04;113,00;111,00;-2,00;0,00
"43392";"BM-F4224 MEIA EM GEL SPA";"64069090";"Loja 3 (CD)";"Loja 1 (Loja)";7,00;1,97;13,79;41,00;34,00;-7,00;0,00
"43396";"BP-22124 BORRIFADOR SPRAY";"39269090";"Loja 3 (CD)";"Loja 1 (Loja)";3,00;1,95;5,85;61,00;58,00;-3,00;0,00
"43532";"QB-KB9536-HEI (QB-KB9536-4) PORTA-CARTÕES";"42023200";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,75;1,75;30,00;29,00;-1,00;0,00
"43539";"D-K160P CARTEIRA MASCULINA";"42023200";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,74;1,74;18,00;17,00;-1,00;0,00
"43543";"D-K159P CARTEIRA MASCULINA";"42023200";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;1,74;1,74;2,00;1,00;-1,00;0,00
"43711";"TOP1877 VARÃO BRANCO PARA CORTINA 70x120 CM CX 50";"83024100";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;3,06;3,06;30,00;29,00;-1,00;0,00
"43714";"TOP2814 MOLDE PARA BOLO C/4 AÇO INOX 8.5x2CM (CX C/60)";"73239300";"Loja 3 (CD)";"Loja 1 (Loja)";2,00;1,56;3,12;30,00;28,00;-2,00;0,00
"43715";"TOP0936 ESPONJA MÁGICA PARA LIMPEZA PESADA CX/ 100 UN";"68042190";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;0,49;0,49;70,00;69,00;-1,00;0,00
"43827";"SC-B44 CAMERAS WIFI 2MP";"85258929";"Loja 3 (CD)";"Loja 1 (Loja)";1,00;53,14;53,14;400,00;399,00;-1,00;0,00
